interval_start_timestamp,channel_name,channel_id,participators,communicators,messages_sent,pct_participated_in_channel,pct_communicated_in_channel
2023-06-10T00:00:00+00:00,'✍・inscrições',944971794773864468,2,3,3,0.2148227712137486,1.7241379310344829
2023-06-10T00:00:00+00:00,'💬・chat-web3nar',944973243633238087,3,1,1,0.322234156820623,0.5747126436781608
2023-06-10T00:00:00+00:00,'📚・missão-3',945020880524812298,4,6,6,0.4296455424274973,3.4482758620689653
2023-06-10T00:00:00+00:00,'📅・agenda',945468620987834368,2,0,0,0.2148227712137486,
2023-06-10T00:00:00+00:00,'😎・pod-midiatico',945734867482730559,10,3,18,1.074113856068743,1.7241379310344829
2023-06-10T00:00:00+00:00,'♾・polygon',946103227697479750,3,1,1,0.322234156820623,0.5747126436781608
2023-06-10T00:00:00+00:00,'🛡・web3sec',946846852752502866,2,0,0,0.2148227712137486,
2023-06-10T00:00:00+00:00,'🚢・web3ops',946847546490355772,2,0,0,0.2148227712137486,
2023-06-10T00:00:00+00:00,'📚・cursos',950451138623328286,7,0,0,0.7518796992481201,
2023-06-10T00:00:00+00:00,'🏦・defi',955513895806730320,3,0,0,0.322234156820623,
2023-06-10T00:00:00+00:00,'🕹・web3games',955557904570794094,4,1,1,0.4296455424274973,0.5747126436781608
2023-06-10T00:00:00+00:00,'📚・missão-4',955620605892366336,3,5,5,0.322234156820623,2.8735632183908044
2023-06-10T00:00:00+00:00,'🎓・pod-educação',956904606636597268,12,2,2,1.288936627282492,1.1494252873563218
2023-06-10T00:00:00+00:00,'🌀・pod-comunidade',959100010702708796,14,6,10,1.5037593984962403,3.4482758620689653
2023-06-10T00:00:00+00:00,'𝝣・solidity',959495689308631070,43,12,88,4.618689581095597,6.896551724137931
2023-06-10T00:00:00+00:00,'⚙・rust',959497725295099944,12,6,18,1.288936627282492,3.4482758620689653
2023-06-10T00:00:00+00:00,'ꜩ・tezos',959524215227314277,1,1,1,0.1074113856068743,0.5747126436781608
2023-06-10T00:00:00+00:00,'📚・missão-5',960998168387010681,1,4,4,0.1074113856068743,2.2988505747126435
2023-06-10T00:00:00+00:00,'⛓・cadence',961956490653106226,1,2,3,0.1074113856068743,1.1494252873563218
2023-06-10T00:00:00+00:00,'🤝・proposta-parceria',963104602000097320,1,0,0,0.1074113856068743,
